,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.09147016704082489,-0.023803122341632843,-0.06709180772304535,-0.023047886788845062,0.08238771557807922,0.1149907261133194,0.05952657759189606,0.01919695734977722,-0.017453767359256744,-0.04756025969982147,-0.01208515465259552,-0.06399184465408325,0.005351431667804718,0.03126765787601471,0.011892244219779968,0.03661887347698212,-0.01483064889907837,-0.03439105302095413,-0.11008686572313309,0.0338837206363678,0.04770579934120178,0.09169717133045197,-0.024018272757530212,-0.061415813863277435,-0.10869749635457993
1,0.04916110634803772,-0.1080365926027298,-0.055900026112794876,0.08399561047554016,0.009169474244117737,-0.0987170934677124,-0.03897279500961304,0.03236962854862213,-0.009153947234153748,0.03492814302444458,-0.052692167460918427,0.06510725617408752,-0.033945806324481964,0.07156363129615784,0.048717811703681946,-0.03792993724346161,-0.11158189177513123,0.009800985455513,-0.0722416415810585,0.07311044633388519,0.04801380634307861,0.013529375195503235,-0.05016237497329712,-0.057129114866256714,-0.030260682106018066
2,-0.0670129805803299,0.02747054398059845,-0.045800477266311646,-0.06974418461322784,-0.041707053780555725,0.01460982859134674,-0.05776350572705269,-0.0385267436504364,0.038789212703704834,-0.0027823150157928467,-0.07618757337331772,-0.07841771095991135,0.01213228702545166,0.10001921653747559,0.10040456056594849,-0.08156309276819229,0.10899293422698975,-0.10081547498703003,0.10321108996868134,0.11108651757240295,0.07079686224460602,-0.04957257956266403,0.06496448814868927,0.08721059560775757,-0.07882974296808243
3,0.03622777760028839,-0.03044312447309494,-0.09288016706705093,0.00416593998670578,0.08299022912979126,0.11401420831680298,-0.06829389184713364,0.08537736535072327,0.007995545864105225,-0.0385502427816391,-0.028566040098667145,-0.029317699372768402,0.07931038737297058,-0.09402140974998474,-0.11312960088253021,-0.03767520934343338,0.05472162365913391,-0.07845547050237656,-0.07421288639307022,0.032526642084121704,0.053424179553985596,-0.0745280534029007,-0.09909489005804062,0.004536248743534088,0.013290315866470337
4,0.004500925540924072,0.03860598802566528,0.0034897997975349426,0.013328880071640015,0.10881143808364868,0.0037045031785964966,0.11151278018951416,0.09253199398517609,-0.09885210543870926,-0.03742153197526932,0.10796715319156647,-0.0038807690143585205,0.0512034147977829,0.10078778862953186,0.08994905650615692,-0.058906134217977524,-0.004467397928237915,-0.03964218497276306,0.02488800883293152,0.05428789556026459,-0.030200660228729248,0.03567436337471008,-0.08799618482589722,-0.07166863977909088,-0.0802948921918869
5,0.0518358051776886,0.04355488717556,-0.037647925317287445,-0.004467420279979706,-0.03289720416069031,-0.030162975192070007,-0.11417734622955322,-0.11265262216329575,-0.048908039927482605,-0.08394308388233185,-0.09308097511529922,-0.03172048181295395,0.08739493787288666,0.09589798748493195,-0.06473249197006226,0.08128269016742706,0.09419779479503632,0.07200664281845093,0.003302857279777527,-0.0018206536769866943,0.06135070323944092,0.049584969878196716,-0.03328969329595566,0.04727977514266968,0.04126574099063873
6,-0.009858854115009308,-0.054883405566215515,-0.012647941708564758,-0.10064519941806793,0.06107752025127411,0.0883411318063736,-0.024905547499656677,-0.04629191756248474,-0.0609399676322937,-0.012007437646389008,0.11273418366909027,0.001505143940448761,0.03841197490692139,0.055659860372543335,0.10393078625202179,0.05133694410324097,-0.06608647853136063,0.10724833607673645,-0.011292971670627594,-0.05262124538421631,0.037017881870269775,-0.08359792083501816,-0.046138763427734375,-0.0855322927236557,-0.01850397139787674
7,0.011420100927352905,-0.08843977749347687,-0.0655478909611702,-0.07278899848461151,-0.05811424180865288,-0.006526418030261993,-0.07674025744199753,-0.03325594961643219,-0.0045993030071258545,-0.10603989660739899,0.05632343888282776,0.056630462408065796,-0.020031414926052094,0.017442122101783752,0.07411399483680725,0.010326087474822998,-0.10525652766227722,0.11356768012046814,0.06820900738239288,0.04807358980178833,-0.02423679828643799,0.09209135174751282,-0.08450658619403839,0.0893377959728241,0.05263681709766388
8,-0.06992334127426147,-0.06447683274745941,-0.11269770562648773,0.061633020639419556,0.10034157335758209,0.055486902594566345,0.04498733580112457,0.056201040744781494,0.03471750020980835,0.08845297992229462,0.08249638974666595,0.08993890881538391,-0.09234719723463058,-0.012698255479335785,0.07614314556121826,0.0372985303401947,0.11191576719284058,0.07783624529838562,0.09531909227371216,-0.07136084139347076,0.0863419771194458,0.03766416013240814,-0.028144530951976776,-0.02429511398077011,-0.06709323078393936
9,0.06514976918697357,-0.038732387125492096,0.013898327946662903,0.016783565282821655,-0.0135527104139328,0.0275280624628067,0.08381339907646179,0.10024498403072357,-0.05321800708770752,-0.06516712158918381,0.07716052234172821,-0.026380985975265503,-0.025843113660812378,-0.0013364702463150024,-0.10449668765068054,-0.09310983866453171,-0.07725638151168823,-0.08530350029468536,-0.08395139873027802,-0.019570425152778625,0.029044464230537415,-0.015454329550266266,0.068128302693367,-0.10794250667095184,-0.05275934189558029
